"ï..URI";"Vase.Number";"Fabric";"Technique";"Sub.Technique";"Shape.Name";"Provenance";"Date";"Inscriptions";"Attributed.To";"Decoration";"Collection.Record";"Publication.Record";"Inscriptions.II";"Measurements";"Volume";"Weight";"Restorations";"Ornament";"Technical.Observations"
"http://www.beazley.ox.ac.uk/record/ADF0CB63-9488-4217-BE74-262CAD7B2787";9034237;"HELLADIC";"";"";"KRATER FRAGMENT";"";"";"";"";"";"Frankfurt, Goethe-Universitat, Antikensammlung: 213 |";"Corpus Vasorum Antiquorum: FRANKFURT, UNIVERSITAT UND LIEBIEGHAUS 4, 19, PL.(3247) 2.14 <a target=_blank href=browseCVARecord.asp?id={ADF0CB63-9488-4217-BE74-262CAD7B2787}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/622F5ED5-3127-4D28-BF0C-8697A80BB642";331241;"ATHENIAN";"BLACK-FIGURE";"WHITE GROUND";"LEKYTHOS";"ATHENS";"-550 to -500";"";"BELDAM P by BEAZLEY";"BD: NIKE IN CHARIOT DRAWN BY DEER";"Paris, Musee du Louvre: ED15 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 587.6 | Beazley, J.D., Paralipomena (Oxford, 1971): 293 | Valavanis, P. and Manakidou, E., Egraphsen kai epoiesen. Essays on Greek Pottery and Iconography in Honour of Professor Michalis Tiverios (Thessaloniki, 2014): 282, FIG.2A-B (PARTS OF BD)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/86202304-FDD7-47E3-87E7-C81A8EFE8EEC";19267;"ATHENIAN";"RED-FIGURE";"";"STAND (?) FRAGMENT";"ATHENS, ACROPOLIS";"";"";"";"OF: TRIPOD";"Athens, National Museum, Acropolis Coll.: 2.1068 | Athens, National Museum, Acropolis Coll.: F197";"Graef, B. &amp; Langlotz, E., Die antiken Vasen von der Akropolis zu Athen, vol.2 (Berlin, 1933): PL.83.1068";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7DE2558A-1A73-49C5-8294-7A85153C5D9D";9015729;"SOUTH ITALIAN, CAMPANIAN";"RED-FIGURE";"";"KRATER FRAGMENTS";"";"-400 to -300";"";"";"";"London, British Museum: 2000.11-1.92 | Naples, Hamilton | London, British Museum: COLOSSUS44";"Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 10, 102-103, FIG.G.92, PL.(1002) 68.92 <a target=_blank href=browseCVARecord.asp?id={7DE2558A-1A73-49C5-8294-7A85153C5D9D}&startRef=>View Whole CVA Plates</a> | Tischbein, W., Collection of Engravings from Ancient Vases...now in the possession of Sir W. Hamilton (Naples, 1791-95): II, PL.16";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/D3A828F0-E16A-4E6A-A37A-C221D2693942";340438;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND";"";"-550 to -500";"";"ELBOWS OUT by BEAZLEY";"A,B: ANIMAL FRIEZE, SWANS AND HENS";"Basel, market, Munzen und Medaillen A.G. |";"Beazley, J.D., Paralipomena (Oxford, 1971): 112.38BIS";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/E832E025-FEF3-4A6A-AB73-A14569FC5001";211157;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-475 to -425";"";"BOLOGNA 417, P OF by BEAZLEY";"I: DRAPED YOUTHS";"Florence, Museo Archeologico Etrusco: EB2 | Florence, Museo Archeologico Etrusco: 18B32 | Florence, Museo Archeologico Etrusco: 18B25";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 918.4 | Corpus Vasorum Antiquorum: FIRENZE, REGIO MUSEO ARCHEOLOGICO 1, III.I.21, III.I.27, PLS.(393,404) 18.25.32, 29.2 <a target=_blank href=browseCVARecord.asp?id={E832E025-FEF3-4A6A-AB73-A14569FC5001}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/CAE35025-17BC-486B-9274-50943012A874";209792;"ATHENIAN";"RED-FIGURE";"";"CUP";"";"-475 to -425";"";"EUAION P by BEAZLEY";"A,B: YOUTHS DEPARTING | I: YOUTH DEPARTING";"Paris, Musee du Louvre: G464 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 794.84 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 358.42, 359.45 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 290";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/5B31094F-05F3-4208-9EAD-C6AE788BBAC8";310547;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER LIP";"ITALY, CHIUSI";"-575 to -525";"ERGOTIMOS | Signature: ...OTIMOH...CHAIRE KAIRIE";"EUCHEIROS POTTER by SIGNATURE";"";"Sarteano, Lunghini";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 162.4";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6DECC930-27FE-4974-8200-1BF9F3CBBC9D";303496;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-550 to -500";"";"VATICAN G 31, P OF by BEAZLEY";"BD: AMAZONOMACHY, HERAKLES (BEARDLESS) WITH SWORD, AMAZONS, ONE FALLING, WARRIORS, ONE FALLING, DEVICES, HEAD OF BULL, HEAD OF PANTHER";"Reading, University: 51.4.9 | Reading, University: 51.IV.9";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 486.5 | Beazley, J.D., Paralipomena (Oxford, 1971): 222";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/61541ADF-B80C-43BB-8174-C9F66C1A6036";9032749;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"PELIKE";"";"";"";"";"";"Hamburg, Museum fur Kunst und Gewerbe: 1917.1069 |";"Corpus Vasorum Antiquorum: HAMBURG, MUSEUM FUR KUNST UND GEWERBE 2, 21-22, FIG.5, BEILAGE 2.3, PL.(4849) 6.6-9 <a target=_blank href=browseCVARecord.asp?id={61541ADF-B80C-43BB-8174-C9F66C1A6036}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/7D1E28C3-0F9E-4D93-A3B1-92A2A343B4E7";1515;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"ITALY, NAPLES";"-500 to -450";"";"";"BD: FLORAL, LOTUS BUD PALMETTE CHAIN";"Zurich, University: 2486 |";"Corpus Vasorum Antiquorum: ZURICH, OFFENTLICHE SAMMLUNGEN, 28, PL.(62) 20.13-14 <a target=_blank href=browseCVARecord.asp?id={7D1E28C3-0F9E-4D93-A3B1-92A2A343B4E7}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EBFAF62C-DE06-400D-A0D2-68CEB423F49B";1009036;"SOUTH ITALIAN, CAMPANIAN";"RED-FIGURE";"";"LEKYTHOS";"";"";"";"";"";"Chur, Museum: K53 |";"Corpus Vasorum Antiquorum: OSTSCHWEIZ TICINO, 1, 6, PL.(205) 3.10-11 <a target=_blank href=browseCVARecord.asp?id={EBFAF62C-DE06-400D-A0D2-68CEB423F49B}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/99E97ECE-EEE4-4E61-A41F-7FD092D8C71B";44356;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"SICILY, NAXOS";"-525 to -475";"";"";"BD: FLORAL PATTERN, PALMETTES";"Naxos, Archaeological Museum: 943 |";"Notizie degli Scavi di Antichita: 38/39 (1984/85) 321, FIG.43, NO.2";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/D28652D4-9DDD-414D-B49C-3BFB2EA345A9";320335;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA A";"";"-550 to -500";"";"WURZBURG 199, GROUP OF by BEAZLEY";"A: WARRIORS, ONE IN CHARIOT, DEPARTING, ARCHER, WOMAN, DOG, BOEOTIAN SHIELD, DEVICE, DISCS | B: DIONYSOS WITH KANTHAROS AND GRAPE VINE, ATHENA, HERMES, SATYR WITH OINOCHOE, GOAT, DEVICE, PANTHER HEAD (?)";"New York (NY), Metropolitan Museum: 06.1021.68 |";"Beazley, J.D., Attic Black-Figure Vase-Painters (Oxford, 1956): 289 | Lissarrague, F., La cite des satyres. Une anthropologie ludique (Athenes, VIe-Ve siecle avant J.-C.) (Paris, 2013): 235, FIG.204 (B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/33CD1575-AAD2-41BC-B3B4-E2CAFFBC8F3E";200530;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-525 to -475";"";"OLTOS by BEAZLEY";"A: KOMOS, DRAPED FIGURES | I: PALMETTES";"Florence, Museo Archeologico Etrusco: 3B11 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 63.94 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 40.77 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 14.31 | Corpus Vasorum Antiquorum: FIRENZE, REGIO MUSEO ARCHEOLOGICO 1, III.I.5, PL.(378) 3.11 <a target=_blank href=browseCVARecord.asp?id={33CD1575-AAD2-41BC-B3B4-E2CAFFBC8F3E}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/0B336061-D84F-4798-902E-B2C602B5BBA2";9026394;"ATHENIAN";"BLACK-FIGURE";"";"CUP LITTLE MASTER BAND (?) FRAGMENT";"UKRAINE, BEREZAN";"";"";"";"INSCRIPTION (NONSENSE ?)";"St. Petersburg, State Hermitage Museum: B103 |";"Corpus Vasorum Antiquorum: ST. PETERSBURG, STATE HERMITAGE MUSEUM 10, 33, FIG.33.2, PL.(844) 13.8 <a target=_blank href=browseCVARecord.asp?id={0B336061-D84F-4798-902E-B2C602B5BBA2}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/19FB1791-CF3A-47AF-B087-2FA99BFBF07F";210096;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-475 to -425";"";"LONDON E 80, P OF by BEAZLEY";"WEDDING PROCESSION (?), WEDDED PAIR, WOMEN WITH TORCHES, LEBES AND BOX, YOUTH (CHILD ?) WITH PHIALE";"Florence, Museo Archeologico Etrusco: 7B24 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 816.6 | Corpus Vasorum Antiquorum: FIRENZE, REGIO MUSEO ARCHEOLOGICO 1, III.I.9, PL.(382) 7.24 <a target=_blank href=browseCVARecord.asp?id={19FB1791-CF3A-47AF-B087-2FA99BFBF07F}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9D131CEB-31B2-415D-8A1A-6F9E65F7D748";9004905;"CORINTHIAN";"BLACK-FIGURE";"";"ARYBALLOS";"";"";"";"";"";"Rhodes, Archaeological Museum: 13013 |";"Corpus Vasorum Antiquorum: RODI, MUSEO ARCHEOLOGICO DELLO SPEDALE DEI CAVALIERI 2, III.C.1, PL.(487) 3.6 <a target=_blank href=browseCVARecord.asp?id={9D131CEB-31B2-415D-8A1A-6F9E65F7D748}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EE193F64-78DC-4C4E-8AFA-6647FA10186F";30512;"ATHENIAN";"BLACK-FIGURE";"";"CUP SIANA FRAGMENT";"";"-575 to -525";"";"C P by CALLIPOLITIS | C P by FEYTMANS";"I: WARRIOR WITH BOW";"Athens, National Museum: 13937A |";"Corpus Vasorum Antiquorum: ATHENS, MUSEE NATIONAL 3, 33-34, PL.(123) 25.3 <a target=_blank href=browseCVARecord.asp?id={EE193F64-78DC-4C4E-8AFA-6647FA10186F}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/51D1CB99-9B6F-448A-875F-BCFC4CDFF27B";1008534;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"PELIKE";"";"";"";"";"";"Zurich, Offentliche Sammlungen: 2662 |";"Corpus Vasorum Antiquorum: ZURICH, OFFENTLICHE SAMMLUNGEN, 58, PL.(86) 44.7-9 <a target=_blank href=browseCVARecord.asp?id={51D1CB99-9B6F-448A-875F-BCFC4CDFF27B}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A12446EF-572E-4774-8EAB-557E516B93C4";217219;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-450 to -400";"";"CODRUS P by WATZINGER";"WARRIOR DEPARTING, DRAPED FIGURE WITH STAFF";"Tubingen, Eberhard-Karls-Univ., Arch. Inst.: S101625 | Tubingen, Eberhard-Karls-Univ., Arch. Inst.: E142";"Avramidou, A., The Codrus Painter, Iconography and reception of Athenian vases in the age of Pericles (Madison, 2011): 128, PL.25 | Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 1270.10 | Carpenter, T.H., with Mannack, T., and Mendonca, M., Beazley Addenda, 2nd edition (Oxford, 1989): 356 | Corpus Vasorum Antiquorum: TUBINGEN, ANTIKENSAMMLUNG DES ARCHAOLOGISCHEN INSTITUTS DER UNIVERSITAT 5, 42, PL.(2634) 17.3 <a target=_blank href=browseCVARecord.asp?id={A12446EF-572E-4774-8EAB-557E516B93C4}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/4A8C22DD-061C-4FC5-BC0F-3D3EE2E70E7A";200545;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-525 to -475";"";"OLTOS by BEAZLEY";"YOUTH IN CHITON";"Lost | Leipzig, Antikenmuseum d. Universitat Leipzig";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 65.109 | Beazley, J.D., Attic Red-figure Vase-painters, 1st ed. (Oxford, 1942): 41.90 | Corpus Vasorum Antiquorum: LEIPZIG, ANTIKENMUSEUM DER UNIVERSITAT 3, 128, BEILAGE 18.1, PL.()";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/000760BD-E8AE-4FE5-BD8C-365E01082F76";1012636;"SOUTH ITALIAN, APULIAN";"RED-FIGURE";"";"AMPHORA, PANATHENAIC SHAPE";"ITALY, BARI";"";"";"";"";"Copenhagen, National Museum: CHRVIII44 | Copenhagen, National Museum: B281";"Corpus Vasorum Antiquorum: COPENHAGEN, NATIONAL MUSEUM 6, 201, PL.(262) 259.2A, 259.2B <a target=_blank href=browseCVARecord.asp?id={000760BD-E8AE-4FE5-BD8C-365E01082F76}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/1AA6A887-F775-403F-8403-3AE9DC330AA8";5736;"ATHENIAN";"BLACK-FIGURE";"";"KRATER, COLUMN";"";"";"";"";"A: HEADS OF DIONYSOS AND ARIADNE, VINE | B: WOMAN OR MAENAD RIDING ON BULL, VINE";"Malibu (CA), The J. Paul Getty Museum: 75.AE.80 |";"J. Paul Getty Museum Journal: 5 (1977), 135, FIG.3A-B (A, HANDLE) | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/96C8F93D-5DAD-4E90-ADC5-B876DFBB65C2";9030355;"ATHENIAN";"BLACK-FIGURE";"";"AMPHORA B";"";"";"";"";"A: HERAKLES, WITH QUIVER, AND THE LION BETWEEN YOUTH WITH CLUB (IOLAOS) AND ATHENA, HERMES, | B: VINTAGE (?), DIONYSOS SEATED WITH DRINKING HORN, SATYRS, ONE RECLINING, WITH DRINKING HORN, BENEATH GRAPE VINES";"Vatican City, Museo Gregoriano Etrusco Vaticano: 355 |";"Albizzati, C., Vasi antichi dipinti del Vaticano (Rome, 1925-39): PL.46 | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 2 (A, B)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/76A59DE5-A573-439D-A72E-F1852537DABB";897;"ATHENIAN";"RED-FIGURE";"";"KRATER, BELL FRAGMENT";"CORINTH";"";"";"";"DRAPED YOUTH AT COLUMN";"Corinth, Archaeological Museum: C32.154A |";"Hesperia: 45 (1976), PL.85.8";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/BBDAF4D9-61A4-4507-BE10-AD2EADCA7098";208199;"ATHENIAN";"RED-FIGURE";"";"LEKYTHOS, SQUAT";"SICILY";"-475 to -425";"";"BOWDOIN P by BEAZLEY";"BD: PEGASOS";"Munich, Antikensammlungen: 2504 | Munich, Antikensammlungen: J770";"BEAZLEY NOTEBOOK: 80, 18.3 | Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 688.241 | Beazley, J.D., Attische Vasenmaler des rotfigurigen Stils (Tubingen, 1925): 142.100 | Braccesi, L., et al., Veder Greco, le necropoli di Agrigento, mostra internazionale, Agrigento, 2. maggio - 31. luglio 1988 (Rome, 1988): 127, NO.21";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/8C4D0B73-7306-4F51-B74C-74A4C557F338";9001877;"MYCENEAN";"";"";"STIRRUP JAR";"";"";"";"";"";"Karlsruhe, Badisches Landesmuseum: B2782 |";"Corpus Vasorum Antiquorum: KARLSRUHE, BADISCHES LANDESMUSEUM 1, 7, PL.(299) 1.1-2 <a target=_blank href=browseCVARecord.asp?id={8C4D0B73-7306-4F51-B74C-74A4C557F338}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/9DB33DEC-0E10-425E-89D3-9AA34B61B62D";209884;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"-475 to -425";"";"DOURIS by BEAZLEY";"DRAPED YOUTH";"Braunschweig, Herzog Anton Ulrich Museum: 535 |";"Beazley, J.D., Attic Red-Figure Vase-Painters, 2nd edition (Oxford, 1963): 800.4 | Corpus Vasorum Antiquorum: BRAUNSCHWEIG, HERZOG ANTON ULRICH-MUSEUM, 26, PL.(163) 17.8 <a target=_blank href=browseCVARecord.asp?id={9DB33DEC-0E10-425E-89D3-9AA34B61B62D}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/07F7306F-72E5-4EB2-B84A-667FEB67E289";9021830;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN FRAGMENT";"ITALY, LOCRI, MANNELLA";"";"";"POLYGNOTOS, GROUP OF by GIUDICE";"MAN (WARRIOR) IN SANDALS (BOOTS)";"Reggio Calabria, Museo Nazionale |";"Giudice, G., Il tornio, la nave, le terre lontane, Ceramografi attici in Magna Grecia nella seconda meta del V sec. a C., Rotte e vie di distribuzione (Rome, 2007): 80, FIG.65";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/0999C572-7552-4A8E-A47B-C2BD7D1FE15C";11792;"ATHENIAN";"BLACK-FIGURE";"";"LEKYTHOS";"";"-500 to -450";"";"";"DIONYSOS SEATED BETWEEN SATYRS";"London, market, Ede |";"Charles Ede, sale catalogue: 129 (1983), NO.16 | Charles Ede, sale catalogue: ANTIQUITIES 129 (1983), NO.16";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/AF63708A-33BD-4F44-A3AD-908F70E577F0";9025224;"ATHENIAN";"BLACK-FIGURE";"";"KYATHOS FRAGMENT";"";"";"";"";"DRAPED FIGURE SEATED, EYE, IVY";"Vatican City, Museo Gregoriano Etrusco Vaticano: AST747 | Vatican City, Museo Gregoriano Etrusco Vaticano: 35712";"Iozzo, M., La Collezione Astarita nel Museo Gregoriano Etrusco, Parte II, 1, Ceramica attica a figure nere (Vatican City, 2002): PL.73, NO.153";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A53F85FB-B1F4-48DD-8FFA-C8E4A6991696";9037134;"ETRUSCAN";"BUCCHERO";"RELIEF";"AMPHORA, NECK";"";"";"";"";"";"London, British Museum: 1872.1006.1 | London, British Museum: H209";"Corpus Vasorum Antiquorum: LONDON, BRITISH MUSEUM 7, IV.B.A.14-IV.B.A.15, PL.(449) 18.3 <a target=_blank href=browseCVARecord.asp?id={A53F85FB-B1F4-48DD-8FFA-C8E4A6991696}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/D2150DB6-4968-44A3-B9FD-943E3DE4AD39";9034491;"ATHENIAN";"RED-FIGURE";"";"KRATER, COLUMN FRAGMENT";"LOCRI EPIZEFIRI";"";"";"";"";"Unknown, excavation: 105524 |";"Elia, D., Locri Epizefiri VI. Nelle case di Ade. La necropoli in contrada Lucifero. Nuovi documenti (Alessandria, 2010): 99, NO.AFR14";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/49E87149-4A9F-4959-9E44-D903718D4FC6";28739;"ATHENIAN";"BLACK-FIGURE";"";"LOUTROPHOROS FRAGMENT";"";"-550 to -500";"";"";"FUNERARY, VALEDICTION, DRAPED MEN";"Berne, Historisches Museum: 23704 |";"Jucker, I., Aus der Antikensammlung des Bernischen Historischen Museums (Bern, 1970): PL.14.39";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/55405793-52EA-4503-A4DD-F897A3678EA9";6070;"ATHENIAN";"BLACK-FIGURE";"";"CUP SIANA";"";"-575 to -525";"";"GRIFFIN-BIRD P by BUROW";"A,B: FLORAL, DOUBLE LOTUS PALMETTE CROSS, BETWEEN GRIFFIN BIRDS | I: SWAN";"Tubingen, Eberhard-Karls-Univ., Arch. Inst.: OZ191 | Tubingen, Eberhard-Karls-Univ., Arch. Inst.: 7391";"Corpus Vasorum Antiquorum: TUBINGEN, ANTIKENSAMMLUNG DES ARCHAOLOGISCHEN INSTITUTS DER UNIVERSITAT 3, 34-35, FIG.19, PL.(2269) 24.1-3 <a target=_blank href=browseCVARecord.asp?id={55405793-52EA-4503-A4DD-F897A3678EA9}&startRef=>View Whole CVA Plates</a> | PHOTOGRAPH(S) IN THE BEAZLEY ARCHIVE: 3 (A, B, I)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/EFC54AFC-0C1D-4240-9FAA-D3A8C0726D42";1007626;"SOUTH ITALIAN, CAMPANIAN";"";"";"LEKYTHOS, SQUAT";"";"";"";"";"";"Sevres, Musee Ceramique: 9522.5 |";"Corpus Vasorum Antiquorum: SEVRES, MUSEE CERAMIQUE, 84, PL.(572) 43.35 <a target=_blank href=browseCVARecord.asp?id={EFC54AFC-0C1D-4240-9FAA-D3A8C0726D42}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F1764DD7-2AF5-4E83-9A24-17D43D37F192";1353;"ATHENIAN";"RED-FIGURE";"WHITE GROUND";"LEKYTHOS FRAGMENT";"ATHENS, CERAMICUS";"";"";"TYMBOS P by FELTEN";"BD: NIKE";"Athens, Ceramicus: 4150 |";"Mitteilungen des Deutschen Archaologischen Instituts, Athenische Abteilung: 91 (1976), PL.25.1";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/F3EC7974-E120-43EF-A1DF-607385F77214";9024929;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENTS";"ITALY, TUSCIA, GUADOCINTO NECROPOLIS";"";"";"CURTIUS P by UNKNOWN | PENTHESILEA P by UNKNOWN";"I: DRAPED YOUTH AND FIGURE (MAN ?)";"Unknown, excavation |";"Gianfrotta, A., and Moretti, A.M. (eds.), Archeologia nella Tuscia, Atti dell'Incontro di Studio (Viterbo, 2 marzo 2007) (Viterbo, 2010): 86, FIG.4E (I)";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/20F1FB07-96AE-4DDC-9A8E-CC089E1E98EC";9007256;"SOUTH ITALIAN";"IMPASTO";"";"SKYPHOS";"";"";"";"";"";"Capua, Museo Campano: P283 | Capua, Museo Campano: 8711";"Corpus Vasorum Antiquorum: CAPUA, MUSEO CAMPANO 4, IV.B.7, FIGS.2-3, PL.(1965) 7.1A-C <a target=_blank href=browseCVARecord.asp?id={20F1FB07-96AE-4DDC-9A8E-CC089E1E98EC}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/A8C7AABD-AB56-4A40-A871-1532D1D2B57B";9035829;"ATHENIAN";"RED-FIGURE";"";"FRAGMENT";"";"";"";"";"PATTERN, FEATHERS";"Barcelona, Museo Arqueologico: 451 |";"Corpus Vasorum Antiquorum: BARCELONA, MUSEE ARCHEOLOGIQUE 1, 26, PL.(114) 16.14 <a target=_blank href=browseCVARecord.asp?id={A8C7AABD-AB56-4A40-A871-1532D1D2B57B}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/3FE1A7AD-0479-4E0D-A1BE-8D97DB296A79";31076;"ATHENIAN";"BLACK-FIGURE";"";"PANATHENAIC AMPHORA FRAGMENT";"ATHENS, AGORA";"-425 to -375";"";"";"B: ATHLETE, WRESTLING OR BOXING";"Athens, Agora Museum: P19215 |";"The Athenian Agora, Results of Excavations conducted by the American School of Classical Studies at Athens: 23, PL.30.264";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/15E4CFED-3164-4510-A6AD-FE1F7A4D63F1";7188;"ATHENIAN";"RED-FIGURE";"";"CUP FRAGMENT";"";"";"";"";"FLORAL, SPIRAL";"Chiusi, Museo Archeologico Nazionale |";"Corpus Vasorum Antiquorum: CHIUSI, MUSEO ARCHEOLOGICO NAZIONALE 2, 19, PL.(2682) 40.3.6 <a target=_blank href=browseCVARecord.asp?id={15E4CFED-3164-4510-A6AD-FE1F7A4D63F1}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/4B043D73-93F0-49F2-ACC8-AFD85BB8A20E";28978;"ATHENIAN";"RED-FIGURE";"";"FIGURE VASE LEKYTHOS FRAGMENT";"";"-400 to -300";"";"";"FIG: NIKE";"Athens, private |";"Bulletin Antieke Beschaving: 68 (1993) 171, FIGS.1A-B";NA;"";NA;NA;NA;NA;NA
"http://www.beazley.ox.ac.uk/record/6056A2D1-4E2F-476A-B390-54EA2217B846";9014493;"ATHENIAN GEOMETRIC";"";"";"BOWL";"";"";"";"";"";"Wurzburg, Universitat, Martin von Wagner Mus.: HA842 |";"Corpus Vasorum Antiquorum: WURZBURG, MARTIN VON WAGNER MUSEUM 1, 15, PL.(1889) 7.3-4 <a target=_blank href=browseCVARecord.asp?id={6056A2D1-4E2F-476A-B390-54EA2217B846}&startRef=>View Whole CVA Plates</a>";NA;"";NA;NA;NA;NA;NA
